City,Date,AQI
"Mee-Seva, Warangal",01-08-2022,60
"Mee-Seva, Warangal",01-09-2022,55.13437612
"Mee-Seva, Warangal",01-10-2022,64
"Mee-Seva, Warangal",01-11-2022,65
"Mee-Seva, Warangal",01-12-2022,69
Nakkalagutta,01-01-2017,82
Nakkalagutta,01-02-2017,73
Nakkalagutta,01-03-2017,73
Nakkalagutta,01-04-2017,72
Nakkalagutta,01-05-2017,65
Nakkalagutta,01-06-2017,58.75
Nakkalagutta,01-07-2017,47.75
Nakkalagutta,01-08-2017,65.5
Nakkalagutta,01-09-2017,57.75
Nakkalagutta,01-10-2017,73
Nakkalagutta,01-11-2017,76
Nakkalagutta,01-12-2017,79
Nakkalagutta,01-01-2018,106
Nakkalagutta,01-02-2018,86.75
Nakkalagutta,01-03-2018,89.53373016
Nakkalagutta,01-04-2018,92
Nakkalagutta,01-05-2018,85.41369048
Nakkalagutta,01-06-2018,83.44198791
Nakkalagutta,01-07-2018,85
Nakkalagutta,01-08-2018,75.25
Nakkalagutta,01-09-2018,86
Nakkalagutta,01-10-2018,97.78769841
Nakkalagutta,01-11-2018,96.82738095
Nakkalagutta,01-12-2018,94
Nakkalagutta,01-01-2020,90
Nakkalagutta,01-02-2020,94
Nakkalagutta,01-03-2020,59
Nakkalagutta,01-04-2020,0
Nakkalagutta,01-05-2020,94
Nakkalagutta,01-06-2020,99
Nakkalagutta,01-07-2020,69
Nakkalagutta,01-08-2020,40
Nakkalagutta,01-09-2020,52
Nakkalagutta,01-10-2020,44
Nakkalagutta,01-11-2020,85
Nakkalagutta,01-12-2020,80
Nakkalagutta,01-01-2021,75
Nakkalagutta,01-02-2021,87
Nakkalagutta,01-03-2021,67
Nakkalagutta,01-04-2021,52
Nakkalagutta,01-05-2021,42
Nakkalagutta,01-06-2021,52
Nakkalagutta,01-07-2021,119
Nakkalagutta,01-08-2021,98
Nakkalagutta,01-09-2021,92
Nakkalagutta,01-10-2021,98
Nakkalagutta,01-11-2021,77
Nakkalagutta,01-12-2021,83
Nakkalagutta,01-01-2022,75
Nakkalagutta,01-02-2022,87
Nakkalagutta,01-03-2022,67
Nakkalagutta,01-04-2022,52
Nakkalagutta,01-05-2022,42
Nakkalagutta,01-06-2022,52
Nakkalagutta,01-07-2022,119
Nakkalagutta,01-08-2022,98
Nakkalagutta,01-09-2022,92
Nakkalagutta,01-10-2022,98
Nakkalagutta,01-11-2022,77
Nakkalagutta,01-12-2022,83
Nalgonda,01-01-2017,73
Nalgonda,01-02-2017,61.22222222
Nalgonda,01-03-2017,64.22222222
Nalgonda,01-04-2017,69.66666667
Nalgonda,01-05-2017,65.88888889
Nalgonda,01-06-2017,52.77777778
Nalgonda,01-07-2017,64
Nalgonda,01-08-2017,58.70833333
Nalgonda,01-09-2017,60.88888889
Nalgonda,01-10-2017,63.66666667
Nalgonda,01-11-2017,64.77777778
Nalgonda,01-12-2017,64.44444444
Nalgonda,01-01-2018,68.33333333
Nalgonda,01-02-2018,67.44444444
Nalgonda,01-03-2018,73.11111111
Nalgonda,01-04-2018,69.44444444
Nalgonda,01-05-2018,79.55555556
Nalgonda,01-06-2018,59
Nalgonda,01-07-2018,58.33333333
Nalgonda,01-08-2018,54
Nalgonda,01-09-2018,56.62962963
Nalgonda,01-10-2018,55.66666667
Nalgonda,01-11-2018,63
Nalgonda,01-12-2018,54
Nalgonda,01-01-2020,58
Nalgonda,01-02-2020,58.18518519
Nalgonda,01-03-2020,49.37037037
Nalgonda,01-04-2020,28.07407407
Nalgonda,01-05-2020,32
Nalgonda,01-06-2020,52
Nalgonda,01-07-2020,54
Nalgonda,01-08-2020,52
Nalgonda,01-09-2020,50
Nalgonda,01-10-2020,49
Nalgonda,01-11-2020,51.375
Nalgonda,01-12-2020,63
Nalgonda,01-01-2021,65
Nalgonda,01-02-2021,61
Nalgonda,01-03-2021,61
Nalgonda,01-04-2021,62
Nalgonda,01-05-2021,46
Nalgonda,01-06-2021,52
Nalgonda,01-07-2021,58
Nalgonda,01-08-2021,52
Nalgonda,01-09-2021,55
Nalgonda,01-10-2021,74
Nalgonda,01-11-2021,79
Nalgonda,01-12-2021,66.25925926
Nalgonda,01-01-2022,65
Nalgonda,01-02-2022,61
Nalgonda,01-03-2022,61
Nalgonda,01-04-2022,62
Nalgonda,01-05-2022,46
Nalgonda,01-06-2022,52
Nalgonda,01-07-2022,58
Nalgonda,01-08-2022,52
Nalgonda,01-09-2022,55
Nalgonda,01-10-2022,74
Nalgonda,01-11-2022,79
Nalgonda,01-12-2022,66.25925926
Nizamabad,01-01-2017,61.33333333
Nizamabad,01-02-2017,61.55555556
Nizamabad,01-03-2017,63.22222222
Nizamabad,01-04-2017,67.37037037
Nizamabad,01-05-2017,68.40740741
Nizamabad,01-06-2017,62.55555556
Nizamabad,01-07-2017,57
Nizamabad,01-08-2017,59.55555556
Nizamabad,01-09-2017,59.44444444
Nizamabad,01-10-2017,61.44444444
Nizamabad,01-11-2017,61
Nizamabad,01-12-2017,58.88888889
Nizamabad,01-01-2018,60.66666667
Nizamabad,01-02-2018,60.55555556
Nizamabad,01-03-2018,66.11111111
Nizamabad,01-04-2018,69.77777778
Nizamabad,01-05-2018,54
Nizamabad,01-06-2018,64.18518519
Nizamabad,01-07-2018,58.55555556
Nizamabad,01-08-2018,60
Nizamabad,01-09-2018,64.22222222
Nizamabad,01-10-2018,48.11111111
Nizamabad,01-11-2018,59.81481481
Nizamabad,01-12-2018,62
Nizamabad,01-01-2020,64
Nizamabad,01-02-2020,63.55555556
Nizamabad,01-03-2020,66.44444444
Nizamabad,01-04-2020,38.33333333
Nizamabad,01-05-2020,50
Nizamabad,01-06-2020,52
Nizamabad,01-07-2020,63
Nizamabad,01-08-2020,60
Nizamabad,01-09-2020,62
Nizamabad,01-10-2020,62
Nizamabad,01-11-2020,62.55555556
Nizamabad,01-12-2020,81
Nizamabad,01-01-2021,68.59259259
Nizamabad,01-02-2021,68
Nizamabad,01-03-2021,66
Nizamabad,01-04-2021,69
Nizamabad,01-05-2021,41
Nizamabad,01-06-2021,0
Nizamabad,01-07-2021,54
Nizamabad,01-08-2021,45
Nizamabad,01-09-2021,43
Nizamabad,01-10-2021,59
Nizamabad,01-11-2021,66
Nizamabad,01-12-2021,56.74074074
Nizamabad,01-01-2022,68.59259259
Nizamabad,01-02-2022,68
Nizamabad,01-03-2022,66
Nizamabad,01-04-2022,69
Nizamabad,01-05-2022,41
Nizamabad,01-06-2022,0
Nizamabad,01-07-2022,54
Nizamabad,01-08-2022,45
Nizamabad,01-09-2022,43
Nizamabad,01-10-2022,59
Nizamabad,01-11-2022,66
Nizamabad,01-12-2022,56.74074074
PETL,01-01-2017,90
PETL,01-02-2017,94
PETL,01-03-2017,93
PETL,01-04-2017,79
PETL,01-05-2017,76
PETL,01-06-2017,80.33333333
PETL,01-07-2017,74.75
PETL,01-08-2017,66.33333333
PETL,01-09-2017,76.33333333
PETL,01-10-2017,63
PETL,01-11-2017,91
PETL,01-12-2017,94.4
PETL,01-01-2018,62
PETL,01-02-2018,96.5
PETL,01-03-2018,91.2
PETL,01-04-2018,87
PETL,01-05-2018,95.2
PETL,01-06-2018,87.5
PETL,01-07-2018,84.75
PETL,01-08-2018,93.6
PETL,01-09-2018,90
PETL,01-10-2018,101.6666667
PETL,01-11-2018,94
PETL,01-12-2018,85
PETL,01-01-2020,99
PETL,01-02-2020,98
PETL,01-03-2020,79
PETL,01-04-2020,61.75
PETL,01-05-2020,89
PETL,01-06-2020,77
PETL,01-07-2020,80
PETL,01-08-2020,63
PETL,01-09-2020,74
PETL,01-10-2020,82
PETL,01-11-2020,95
PETL,01-12-2020,98
PETL,01-01-2021,97
PETL,01-02-2021,97
PETL,01-03-2021,98
PETL,01-04-2021,98
PETL,01-05-2021,79
PETL,01-06-2021,81
PETL,01-07-2021,85
PETL,01-08-2021,76
PETL,01-09-2021,81
PETL,01-10-2021,84
PETL,01-11-2021,89
PETL,01-12-2021,82
PETL,01-01-2022,97
PETL,01-02-2022,97
PETL,01-03-2022,98
PETL,01-04-2022,98
PETL,01-05-2022,79
PETL,01-06-2022,81
PETL,01-07-2022,85
PETL,01-08-2022,76
PETL,01-09-2022,81
PETL,01-10-2022,84
PETL,01-11-2022,89
PETL,01-12-2022,82
R C Puram,01-01-2017,89.88888889
R C Puram,01-02-2017,94.14814815
R C Puram,01-03-2017,87.92592593
R C Puram,01-04-2017,88.7037037
R C Puram,01-05-2017,81
R C Puram,01-06-2017,61.46296296
R C Puram,01-07-2017,49
R C Puram,01-08-2017,42.72222222
R C Puram,01-09-2017,48
R C Puram,01-10-2017,68.11111111
R C Puram,01-11-2017,80.33333333
R C Puram,01-12-2017,97.03703704
R C Puram,01-01-2018,78
R C Puram,01-02-2018,98
R C Puram,01-03-2018,94.77777778
R C Puram,01-04-2018,95.44444444
R C Puram,01-05-2018,97.11111111
R C Puram,01-06-2018,65.33333333
R C Puram,01-07-2018,54.87037037
R C Puram,01-08-2018,41
R C Puram,01-09-2018,52.81481481
R C Puram,01-10-2018,80.85185185
R C Puram,01-11-2018,88.51851852
R C Puram,01-12-2018,96
R C Puram,01-01-2020,107
R C Puram,01-02-2020,104.3333333
R C Puram,01-03-2020,88.66666667
R C Puram,01-04-2020,45.25925926
R C Puram,01-05-2020,59
R C Puram,01-06-2020,72
R C Puram,01-07-2020,70
R C Puram,01-08-2020,69
R C Puram,01-09-2020,57
R C Puram,01-10-2020,70
R C Puram,01-11-2020,84.72222222
R C Puram,01-12-2020,89
R C Puram,01-01-2021,95.66666667
R C Puram,01-02-2021,93
R C Puram,01-03-2021,91
R C Puram,01-04-2021,93
R C Puram,01-05-2021,56
R C Puram,01-06-2021,60
R C Puram,01-07-2021,67
R C Puram,01-08-2021,64
R C Puram,01-09-2021,64
R C Puram,01-10-2021,83
R C Puram,01-11-2021,91
R C Puram,01-12-2021,82.77777778
R C Puram,01-01-2022,95.66666667
R C Puram,01-02-2022,93
R C Puram,01-03-2022,91
R C Puram,01-04-2022,93
R C Puram,01-05-2022,56
R C Puram,01-06-2022,60
R C Puram,01-07-2022,67
R C Puram,01-08-2022,64
R C Puram,01-09-2022,64
R C Puram,01-10-2022,83
R C Puram,01-11-2022,91
R C Puram,01-12-2022,82.77777778
Sangareddy,01-01-2017,73.55555556
Sangareddy,01-02-2017,79.03703704
Sangareddy,01-03-2017,77.22222222
Sangareddy,01-04-2017,77.18518519
Sangareddy,01-05-2017,64.94204026
Sangareddy,01-06-2017,52.81481481
Sangareddy,01-07-2017,51
Sangareddy,01-08-2017,47.7037037
Sangareddy,01-09-2017,42.66666667
Sangareddy,01-10-2017,66.11111111
Sangareddy,01-11-2017,63.92592593
Sangareddy,01-12-2017,79.14814815
Sangareddy,01-01-2018,68.33333333
Sangareddy,01-02-2018,85.88888889
Sangareddy,01-03-2018,80.55555556
Sangareddy,01-04-2018,80.11111111
Sangareddy,01-05-2018,74.44444444
Sangareddy,01-06-2018,62.66666667
Sangareddy,01-07-2018,49.44444444
Sangareddy,01-08-2018,50
Sangareddy,01-09-2018,57.44444444
Sangareddy,01-10-2018,65.44444444
Sangareddy,01-11-2018,64
Sangareddy,01-12-2018,76
Sangareddy,01-01-2020,86
Sangareddy,01-02-2020,84.55560261
Sangareddy,01-03-2020,72.74074074
Sangareddy,01-04-2020,39.81481481
Sangareddy,01-05-2020,53
Sangareddy,01-06-2020,60
Sangareddy,01-07-2020,61
Sangareddy,01-08-2020,54
Sangareddy,01-09-2020,49
Sangareddy,01-10-2020,60
Sangareddy,01-11-2020,68.38888889
Sangareddy,01-12-2020,70
Sangareddy,01-01-2021,68.74074074
Sangareddy,01-02-2021,73
Sangareddy,01-03-2021,78
Sangareddy,01-04-2021,77
Sangareddy,01-05-2021,45
Sangareddy,01-06-2021,53
Sangareddy,01-07-2021,56
Sangareddy,01-08-2021,58
Sangareddy,01-09-2021,59
Sangareddy,01-10-2021,75
Sangareddy,01-11-2021,74
Sangareddy,01-12-2021,72.25925926
Sangareddy,01-01-2022,68.74074074
Sangareddy,01-02-2022,73
Sangareddy,01-03-2022,78
Sangareddy,01-04-2022,77
Sangareddy,01-05-2022,45
Sangareddy,01-06-2022,53
Sangareddy,01-07-2022,56
Sangareddy,01-08-2022,58
Sangareddy,01-09-2022,59
Sangareddy,01-10-2022,75
Sangareddy,01-11-2022,74
Sangareddy,01-12-2022,72.25925926
